age,workclass,education,marital_status,occupation,race,sex,work_hours_per_week,native_country,income_morethan_50k
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,FALSE
24, Private, Some-college, Never-married, Sales, White, Male,10, Greece,FALSE
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
25, Private, Some-college, Separated, Priv-house-serv, White, Female,30, El-Salvador,FALSE
66, ?, HS-grad, Married-civ-spouse, ?, Black, Male,40, United-States,FALSE
29, Private, Some-college, Never-married, Prof-specialty, White, Male,45, United-States,FALSE
22, Private, HS-grad, Never-married, Sales, Black, Female,40, United-States,FALSE
57, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male,40, United-States,FALSE
41, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
29, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
20, Private, Some-college, Never-married, Adm-clerical, Black, Female,35, United-States,FALSE
47, Private, Prof-school, Married-civ-spouse, Sales, White, Male,45, United-States,TRUE
22, Private, HS-grad, Never-married, Exec-managerial, White, Female,55, United-States,FALSE
59, Self-emp-inc, Assoc-voc, Divorced, Prof-specialty, White, Male,50, United-States,TRUE
42, State-gov, Masters, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Male,40, United-States,TRUE
64, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White, Female,35, United-States,FALSE
29, Federal-gov, HS-grad, Married-spouse-absent, Other-service, Black, Male,40, United-States,FALSE
25, State-gov, Some-college, Never-married, Craft-repair, White, Male,20, United-States,FALSE
62, Private, Some-college, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
44, Private, Masters, Divorced, Exec-managerial, White, Male,45, United-States,TRUE
21, Private, HS-grad, Separated, Other-service, White, Female,40, United-States,FALSE
60, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
46, Private, 10th, Divorced, Machine-op-inspct, Black, Male,40, United-States,FALSE
44, Federal-gov, Bachelors, Divorced, Tech-support, White, Male,40, United-States,TRUE
21, Private, HS-grad, Never-married, Other-service, White, Female,19, United-States,FALSE
18, Private, 11th, Never-married, Handlers-cleaners, White, Male,18, United-States,FALSE
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,32, United-States,FALSE
33, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States,TRUE
63, Private, 1st-4th, Divorced, Transport-moving, White, Male,40, United-States,FALSE
52, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,52, United-States,TRUE
17, Private, 9th, Never-married, Sales, Black, Male,22, United-States,FALSE
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
31, Private, HS-grad, Never-married, Sales, White, Male,40, United-States,FALSE
35, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States,FALSE
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,TRUE
51, State-gov, Some-college, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,60, United-States,FALSE
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, United-States,FALSE
42, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, ?,FALSE
38, Private, Some-college, Divorced, Adm-clerical, White, Female,40, Columbia,FALSE
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
24, Private, 12th, Never-married, Sales, White, Male,55, United-States,FALSE
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
50, Private, 10th, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
22, Private, HS-grad, Separated, Other-service, White, Male,35, United-States,FALSE
18, State-gov, HS-grad, Never-married, Adm-clerical, Black, Male,15, United-States,FALSE
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States,TRUE
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,44, United-States,TRUE
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,35, United-States,FALSE
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,43, United-States,TRUE
39, Private, HS-grad, Never-married, Farming-fishing, White, Male,12, United-States,FALSE
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
26, Local-gov, Bachelors, Never-married, Adm-clerical, White, Male,42, United-States,FALSE
19, Private, Some-college, Never-married, Sales, White, Male,15, United-States,FALSE
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,40, Ecuador,FALSE
28, Private, Masters, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
25, Local-gov, Masters, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
44, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, Nicaragua,FALSE
42, State-gov, Masters, Divorced, Exec-managerial, White, Male,45, United-States,FALSE
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
36, Private, Bachelors, Never-married, Exec-managerial, White, Male,50, ?,FALSE
47, Private, Bachelors, Never-married, Sales, Black, Male,60, United-States,TRUE
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,35, Guatemala,FALSE
21, Local-gov, Some-college, Never-married, Adm-clerical, White, Female,40, Mexico,FALSE
19, ?, HS-grad, Never-married, ?, Black, Female,25, United-States,FALSE
35, Private, Bachelors, Never-married, Exec-managerial, White, Female,45, United-States,FALSE
26, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
21, Private, Some-college, Never-married, Other-service, White, Female,30, United-States,FALSE
67, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
54, Private, HS-grad, Never-married, Exec-managerial, White, Male,40, United-States,TRUE
26, Private, Masters, Never-married, Tech-support, White, Male,25, United-States,FALSE
51, Private, Bachelors, Divorced, Prof-specialty, White, Female,50, United-States,FALSE
27, Private, Some-college, Divorced, Craft-repair, White, Male,45, United-States,FALSE
27, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, ?,TRUE
39, Private, Some-college, Divorced, Machine-op-inspct, White, Female,40, United-States,FALSE
32, Private, Bachelors, Divorced, Exec-managerial, White, Female,48, United-States,TRUE
52, Private, HS-grad, Separated, Craft-repair, White, Male,40, United-States,FALSE
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States,FALSE
27, Local-gov, HS-grad, Never-married, Protective-serv, White, Male,38, United-States,FALSE
46, Private, 7th-8th, Married-spouse-absent, Transport-moving, White, Male,45, United-States,FALSE
42, Private, Assoc-voc, Married-civ-spouse, Other-service, White, Male,30, United-States,FALSE
79, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male,20, United-States,TRUE
50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female,40, United-States,TRUE
19, ?, HS-grad, Never-married, ?, Black, Female,20, United-States,FALSE
43, Federal-gov, Some-college, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,FALSE
45, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,50, United-States,TRUE
65, Private, HS-grad, Separated, Protective-serv, White, Male,20, United-States,FALSE
66, Private, Bachelors, Married-civ-spouse, Sales, White, Male,5, United-States,TRUE
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male,99, United-States,FALSE
26, Private, Assoc-acdm, Never-married, Prof-specialty, White, Female,36, United-States,FALSE
28, Private, Some-college, Never-married, Sales, Black, Male,50, United-States,FALSE
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,45, United-States,TRUE
43, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
20, Private, HS-grad, Never-married, Other-service, White, Female,40, Mexico,FALSE
29, Private, Some-college, Divorced, Tech-support, White, Male,40, United-States,FALSE
32, Private, Bachelors, Married-civ-spouse, Sales, White, Male,50, United-States,TRUE
44, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
18, ?, Some-college, Never-married, ?, Asian-Pac-Islander, Female,40, United-States,FALSE
60, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
34, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
60, Private, HS-grad, Widowed, Handlers-cleaners, White, Female,40, United-States,FALSE
38, Private, 11th, Divorced, Sales, White, Female,40, United-States,FALSE
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
41, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
49, Private, Bachelors, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
37, Private, 5th-6th, Separated, Other-service, White, Female,40, Mexico,FALSE
37, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Female,60, United-States,TRUE
43, Private, Some-college, Married-civ-spouse, Sales, White, Male,38, United-States,TRUE
41, Private, Masters, Widowed, Prof-specialty, White, Female,55, United-States,FALSE
37, Private, HS-grad, Divorced, Other-service, Black, Female,40, ?,FALSE
19, Private, 9th, Never-married, Craft-repair, White, Male,60, United-States,FALSE
29, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,35, United-States,FALSE
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,15, United-States,FALSE
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
27, Private, Bachelors, Married-civ-spouse, Sales, White, Male,55, United-States,FALSE
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, England,TRUE
29, Private, Assoc-acdm, Divorced, Craft-repair, White, Female,38, United-States,FALSE
25, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other, Male,40, Mexico,FALSE
38, Private, HS-grad, Married-civ-spouse, Sales, White, Male,55, United-States,FALSE
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
18, Private, Some-college, Never-married, Other-service, White, Female,12, United-States,FALSE
50, Private, HS-grad, Divorced, Craft-repair, White, Male,50, United-States,FALSE
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,TRUE
48, Private, Bachelors, Widowed, Other-service, White, Female,20, United-States,FALSE
50, Private, Some-college, Never-married, Other-service, White, Male,32, United-States,FALSE
74, ?, HS-grad, Married-civ-spouse, ?, White, Male,6, United-States,FALSE
24, Private, Some-college, Never-married, Adm-clerical, White, Female,30, United-States,FALSE
34, Private, Some-college, Married-civ-spouse, Tech-support, Black, Male,40, United-States,TRUE
19, Private, Some-college, Never-married, Sales, White, Male,40, United-States,FALSE
39, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States,FALSE
40, Private, Some-college, Divorced, Other-service, White, Female,40, United-States,FALSE
30, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
27, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
23, ?, 9th, Divorced, ?, White, Female,35, United-States,FALSE
68, ?, 7th-8th, Widowed, ?, White, Female,40, ?,FALSE
46, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,TRUE
24, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female,50, United-States,FALSE
18, Private, 12th, Never-married, Other-service, White, Male,20, United-States,FALSE
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,60, United-States,TRUE
42, Private, 11th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
42, Private, 9th, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
57, Private, Some-college, Widowed, Tech-support, White, Female,16, United-States,FALSE
27, Private, Bachelors, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male,40, India,TRUE
31, Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
34, Local-gov, Masters, Separated, Prof-specialty, White, Female,40, United-States,FALSE
55, Self-emp-not-inc, HS-grad, Divorced, Other-service, White, Female,40, United-States,FALSE
56, Private, 11th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,38, United-States,FALSE
35, State-gov, Some-college, Never-married, Farming-fishing, White, Male,40, United-States,FALSE
63, ?, Masters, Never-married, ?, White, Female,3, United-States,FALSE
28, Private, Masters, Never-married, Prof-specialty, White, Male,50, United-States,FALSE
38, Private, Bachelors, Divorced, Exec-managerial, White, Male,40, United-States,FALSE
30, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,60, United-States,FALSE
18, Private, Some-college, Never-married, Other-service, White, Female,20, United-States,FALSE
35, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
53, Private, HS-grad, Divorced, Other-service, White, Female,40, United-States,FALSE
46, Private, Prof-school, Divorced, Prof-specialty, White, Female,40, United-States,FALSE
45, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
35, Private, 10th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,60, India,FALSE
41, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States,FALSE
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male,70, United-States,TRUE
18, Private, Some-college, Never-married, Adm-clerical, White, Male,15, United-States,FALSE
19, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States,FALSE
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States,FALSE
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
28, Private, HS-grad, Divorced, Transport-moving, White, Male,70, United-States,FALSE
29, Private, HS-grad, Never-married, Other-service, White, Male,32, United-States,FALSE
35, Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
27, ?, Some-college, Never-married, ?, White, Female,40, United-States,FALSE
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,55, ?,TRUE
18, Private, HS-grad, Never-married, Adm-clerical, White, Male,35, United-States,FALSE
53, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
26, Private, Masters, Married-civ-spouse, Machine-op-inspct, White, Male,20, Canada,FALSE
55, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
28, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States,FALSE
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
27, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
35, Private, HS-grad, Divorced, Craft-repair, White, Female,40, United-States,FALSE
36, Private, HS-grad, Divorced, Handlers-cleaners, White, Female,37, United-States,FALSE
41, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States,TRUE
23, Private, Bachelors, Never-married, Sales, White, Male,20, United-States,FALSE
22, Private, 12th, Never-married, Transport-moving, White, Male,40, United-States,FALSE
36, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male,40, United-States,TRUE
65, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
59, ?, HS-grad, Married-civ-spouse, ?, White, Male,41, United-States,TRUE
25, Private, HS-grad, Never-married, Sales, White, Female,40, Columbia,FALSE
33, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States,TRUE
31, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
49, State-gov, Some-college, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
43, Private, Bachelors, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
23, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,FALSE
34, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, India,TRUE
23, Private, Some-college, Divorced, Sales, Black, Female,40, United-States,FALSE
63, Private, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
33, Private, HS-grad, Never-married, Farming-fishing, White, Male,40, United-States,FALSE
51, Self-emp-inc, Bachelors, Divorced, Farming-fishing, White, Male,50, United-States,FALSE
31, Private, HS-grad, Divorced, Craft-repair, White, Male,45, United-States,FALSE
32, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40, Japan,FALSE
48, ?, Some-college, Married-civ-spouse, ?, White, Male,40, ?,TRUE
31, Private, Some-college, Never-married, Adm-clerical, Black, Female,36, Jamaica,FALSE
47, Private, Assoc-voc, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
54, State-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States,TRUE
23, Private, Some-college, Never-married, Sales, White, Male,40, United-States,FALSE
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
46, Private, 11th, Married-civ-spouse, Other-service, Black, Female,35, United-States,TRUE
34, Private, Assoc-acdm, Divorced, Sales, White, Male,50, United-States,TRUE
31, Private, HS-grad, Never-married, Other-service, White, Male,50, United-States,FALSE
41, Private, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, Peru,FALSE
41, ?, HS-grad, Never-married, ?, White, Female,40, United-States,FALSE
27, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, White, Male,30, United-States,FALSE
30, ?, 11th, Never-married, ?, Black, Female,40, United-States,FALSE
23, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
24, Local-gov, Assoc-acdm, Never-married, Adm-clerical, White, Female,20, ?,FALSE
59, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
56, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male,40, United-States,FALSE
59, Private, HS-grad, Married-civ-spouse, Other-service, White, Male,45, Cuba,FALSE
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
51, Self-emp-not-inc, HS-grad, Divorced, Sales, White, Female,44, United-States,FALSE
42, Private, Bachelors, Divorced, Adm-clerical, White, Female,45, United-States,FALSE
29, Federal-gov, Some-college, Married-spouse-absent, Adm-clerical, White, Female,40, United-States,FALSE
23, Private, HS-grad, Never-married, Craft-repair, White, Male,45, Outlying-US(Guam-USVI-etc),FALSE
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,60, United-States,FALSE
46, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
30, Private, Some-college, Separated, Adm-clerical, White, Female,40, United-States,FALSE
23, Private, Some-college, Never-married, Tech-support, White, Female,20, United-States,FALSE
29, State-gov, Masters, Never-married, Prof-specialty, White, Female,35, United-States,FALSE
33, Private, HS-grad, Divorced, Exec-managerial, White, Female,45, United-States,FALSE
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Black, Male,40, United-States,FALSE
46, Local-gov, Some-college, Divorced, Adm-clerical, White, Female,45, United-States,FALSE
35, Private, Some-college, Married-spouse-absent, Adm-clerical, Black, Female,40, United-States,FALSE
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
25, Private, HS-grad, Separated, Exec-managerial, White, Female,37, United-States,FALSE
35, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
30, Private, 7th-8th, Never-married, Machine-op-inspct, White, Male,42, United-States,FALSE
39, Private, Some-college, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,84, United-States,TRUE
37, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,55, United-States,FALSE
22, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,42, United-States,FALSE
25, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States,FALSE
50, Private, HS-grad, Married-civ-spouse, Sales, Black, Female,40, United-States,FALSE
64, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,45, ?,TRUE
33, Private, Assoc-voc, Separated, Prof-specialty, White, Male,45, United-States,FALSE
59, Self-emp-inc, 5th-6th, Married-civ-spouse, Farming-fishing, White, Male,40, Italy,FALSE
24, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
41, Private, Bachelors, Married-civ-spouse, Sales, White, Male,55, United-States,FALSE
38, ?, 9th, Never-married, ?, White, Female,12, United-States,FALSE
60, Private, Bachelors, Divorced, Exec-managerial, White, Male,60, United-States,FALSE
19, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,30, United-States,FALSE
23, Private, Some-college, Never-married, Craft-repair, White, Male,40, United-States,FALSE
57, Self-emp-inc, Masters, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
36, Private, Masters, Married-civ-spouse, Adm-clerical, White, Male,40, Japan,TRUE
17, ?, 10th, Never-married, ?, White, Male,40, United-States,FALSE
24, Private, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States,TRUE
27, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States,TRUE
43, Private, Assoc-voc, Never-married, Adm-clerical, White, Female,55, United-States,FALSE
21, ?, Some-college, Never-married, ?, White, Male,40, United-States,FALSE
54, Private, Assoc-voc, Widowed, Exec-managerial, White, Female,40, United-States,FALSE
22, Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,45, United-States,FALSE
29, Private, HS-grad, Never-married, Craft-repair, White, Male,50, United-States,FALSE
22, Private, 12th, Never-married, Farming-fishing, Amer-Indian-Eskimo, Male,50, United-States,FALSE
37, Private, Bachelors, Married-civ-spouse, Sales, White, Male,50, United-States,TRUE
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,84, United-States,TRUE
28, Private, 1st-4th, Never-married, Priv-house-serv, White, Female,40, Mexico,FALSE
68, Private, Doctorate, Divorced, Prof-specialty, White, Female,40, Cuba,FALSE
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, Laos,FALSE
20, Private, 9th, Never-married, Other-service, White, Male,30, Mexico,FALSE
24, Private, Some-college, Never-married, Craft-repair, White, Female,45, United-States,FALSE
38, Private, Some-college, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
32, Private, Bachelors, Never-married, Exec-managerial, White, Female,40, United-States,FALSE
34, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
47, Private, HS-grad, Widowed, Adm-clerical, White, Female,40, England,FALSE
28, Private, Bachelors, Never-married, Other-service, White, Female,50, United-States,FALSE
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
64, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,35, United-States,TRUE
38, Private, Some-college, Never-married, Sales, White, Female,50, United-States,FALSE
43, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
28, Private, 12th, Divorced, Farming-fishing, White, Male,40, United-States,FALSE
21, Private, Some-college, Never-married, Adm-clerical, White, Male,40, ?,FALSE
23, Private, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Female,20, United-States,FALSE
25, Private, 9th, Never-married, Handlers-cleaners, Black, Male,40, United-States,FALSE
41, Private, HS-grad, Separated, Adm-clerical, Black, Male,40, United-States,FALSE
24, ?, HS-grad, Never-married, ?, White, Female,36, United-States,FALSE
41, Private, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40, United-States,FALSE
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,FALSE
54, Private, 7th-8th, Widowed, Other-service, White, Male,30, United-States,FALSE
28, Local-gov, HS-grad, Separated, Transport-moving, White, Female,25, United-States,FALSE
29, Private, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,40, United-States,FALSE
36, Private, HS-grad, Divorced, Craft-repair, White, Male,30, United-States,FALSE
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,60, Taiwan,TRUE
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
34, State-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male,38, United-States,FALSE
32, Private, HS-grad, Never-married, Other-service, Black, Female,40, ?,FALSE
27, Private, Some-college, Married-civ-spouse, Sales, White, Female,42, United-States,TRUE
60, Private, 10th, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
59, Private, 12th, Divorced, Transport-moving, Black, Male,35, United-States,FALSE
34, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,32, Canada,TRUE
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
54, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
48, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States,TRUE
19, Private, 7th-8th, Never-married, Other-service, White, Male,33, United-States,FALSE
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
25, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,45, United-States,FALSE
39, Private, Assoc-acdm, Separated, Adm-clerical, White, Male,40, United-States,FALSE
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
30, Private, HS-grad, Separated, Other-service, White, Female,30, United-States,FALSE
43, Private, HS-grad, Never-married, Other-service, Black, Female,24, United-States,FALSE
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, Philippines,TRUE
36, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50, United-States,TRUE
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,65, United-States,TRUE
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
22, Private, Some-college, Never-married, Handlers-cleaners, White, Male,50, United-States,FALSE
48, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States,FALSE
54, Private, HS-grad, Widowed, Adm-clerical, White, Female,40, United-States,FALSE
49, Private, Some-college, Divorced, Adm-clerical, White, Female,38, United-States,FALSE
37, Private, Bachelors, Never-married, Tech-support, White, Female,40, United-States,FALSE
